name,type,full_name,full_path,code,parent_code
Đức Lập,xa,Xã Đức Lập,"Xã Đức Lập, Tỉnh Tây Ninh",3368,40
Mỹ Hạnh,xa,Xã Mỹ Hạnh,"Xã Mỹ Hạnh, Tỉnh Tây Ninh",3624,40
Tuyên Thạnh,xa,Xã Tuyên Thạnh,"Xã Tuyên Thạnh, Tỉnh Tây Ninh",3880,40
Hậu Thạnh,xa,Xã Hậu Thạnh,"Xã Hậu Thạnh, Tỉnh Tây Ninh",4136,40
Long An,phuong,Phường Long An,"Phường Long An, Tỉnh Tây Ninh",4392,40
Mỹ Thạnh,xa,Xã Mỹ Thạnh,"Xã Mỹ Thạnh, Tỉnh Tây Ninh",4648,40
Vĩnh Hưng,xa,Xã Vĩnh Hưng,"Xã Vĩnh Hưng, Tỉnh Tây Ninh",4904,40
Khánh Hưng,xa,Xã Khánh Hưng,"Xã Khánh Hưng, Tỉnh Tây Ninh",5160,40
Tuyên Bình,xa,Xã Tuyên Bình,"Xã Tuyên Bình, Tỉnh Tây Ninh",5416,40
Nhựt Tảo,xa,Xã Nhựt Tảo,"Xã Nhựt Tảo, Tỉnh Tây Ninh",5672,40
Thủ Thừa,xa,Xã Thủ Thừa,"Xã Thủ Thừa, Tỉnh Tây Ninh",5928,40
Lương Hòa,xa,Xã Lương Hòa,"Xã Lương Hòa, Tỉnh Tây Ninh",6184,40
Long Hoa,phuong,Phường Long Hoa,"Phường Long Hoa, Tỉnh Tây Ninh",6440,40
Hòa Thành,phuong,Phường Hòa Thành,"Phường Hòa Thành, Tỉnh Tây Ninh",6696,40
Thanh Điền,phuong,Phường Thanh Điền,"Phường Thanh Điền, Tỉnh Tây Ninh",6952,40
Trảng Bàng,phuong,Phường Trảng Bàng,"Phường Trảng Bàng, Tỉnh Tây Ninh",7208,40
An Tịnh,phuong,Phường An Tịnh,"Phường An Tịnh, Tỉnh Tây Ninh",7464,40
Gò Dầu,phuong,Phường Gò Dầu,"Phường Gò Dầu, Tỉnh Tây Ninh",7720,40
Gia Lộc,phuong,Phường Gia Lộc,"Phường Gia Lộc, Tỉnh Tây Ninh",7976,40
Hưng Thuận,xa,Xã Hưng Thuận,"Xã Hưng Thuận, Tỉnh Tây Ninh",8232,40
Phước Chỉ,xa,Xã Phước Chỉ,"Xã Phước Chỉ, Tỉnh Tây Ninh",8488,40
Thạnh Đức,xa,Xã Thạnh Đức,"Xã Thạnh Đức, Tỉnh Tây Ninh",8744,40
Phước Thạnh,xa,Xã Phước Thạnh,"Xã Phước Thạnh, Tỉnh Tây Ninh",9000,40
Truông Mít,xa,Xã Truông Mít,"Xã Truông Mít, Tỉnh Tây Ninh",9256,40
Tân Đông,xa,Xã Tân Đông,"Xã Tân Đông, Tỉnh Tây Ninh",9512,40
Tân Hội,xa,Xã Tân Hội,"Xã Tân Hội, Tỉnh Tây Ninh",9768,40
Tân Hòa,xa,Xã Tân Hòa,"Xã Tân Hòa, Tỉnh Tây Ninh",10024,40
Tân Lập,xa,Xã Tân Lập,"Xã Tân Lập, Tỉnh Tây Ninh",10280,40
Tân Biên,xa,Xã Tân Biên,"Xã Tân Biên, Tỉnh Tây Ninh",10536,40
Phước Vinh,xa,Xã Phước Vinh,"Xã Phước Vinh, Tỉnh Tây Ninh",10792,40
Hòa Hội,xa,Xã Hòa Hội,"Xã Hòa Hội, Tỉnh Tây Ninh",11048,40
Ninh Điền,xa,Xã Ninh Điền,"Xã Ninh Điền, Tỉnh Tây Ninh",11304,40
Hảo Đước,xa,Xã Hảo Đước,"Xã Hảo Đước, Tỉnh Tây Ninh",11560,40
Long Chữ,xa,Xã Long Chữ,"Xã Long Chữ, Tỉnh Tây Ninh",11816,40
Long Thuận,xa,Xã Long Thuận,"Xã Long Thuận, Tỉnh Tây Ninh",12072,40
Bến Cầu,xa,Xã Bến Cầu,"Xã Bến Cầu, Tỉnh Tây Ninh",12328,40
Hưng Điền,xa,Xã Hưng Điền,"Xã Hưng Điền, Tỉnh Tây Ninh",12584,40
Vĩnh Thạnh,xa,Xã Vĩnh Thạnh,"Xã Vĩnh Thạnh, Tỉnh Tây Ninh",12840,40
Tân Hưng,xa,Xã Tân Hưng,"Xã Tân Hưng, Tỉnh Tây Ninh",13096,40
Vĩnh Châu,xa,Xã Vĩnh Châu,"Xã Vĩnh Châu, Tỉnh Tây Ninh",13352,40
Bình Hiệp,xa,Xã Bình Hiệp,"Xã Bình Hiệp, Tỉnh Tây Ninh",13608,40
Kiến Tường,phuong,Phường Kiến Tường,"Phường Kiến Tường, Tỉnh Tây Ninh",13864,40
Bình Hòa,xa,Xã Bình Hòa,"Xã Bình Hòa, Tỉnh Tây Ninh",14120,40
Mộc Hóa,xa,Xã Mộc Hóa,"Xã Mộc Hóa, Tỉnh Tây Ninh",14376,40
Nhơn Hòa Lập,xa,Xã Nhơn Hòa Lập,"Xã Nhơn Hòa Lập, Tỉnh Tây Ninh",14632,40
Nhơn Ninh,xa,Xã Nhơn Ninh,"Xã Nhơn Ninh, Tỉnh Tây Ninh",14888,40
Tân Thạnh,xa,Xã Tân Thạnh,"Xã Tân Thạnh, Tỉnh Tây Ninh",15144,40
Bình Thành,xa,Xã Bình Thành,"Xã Bình Thành, Tỉnh Tây Ninh",15400,40
Thạnh Phước,xa,Xã Thạnh Phước,"Xã Thạnh Phước, Tỉnh Tây Ninh",15656,40
Thạnh Hóa,xa,Xã Thạnh Hóa,"Xã Thạnh Hóa, Tỉnh Tây Ninh",15912,40
Tân Tây,xa,Xã Tân Tây,"Xã Tân Tây, Tỉnh Tây Ninh",16168,40
Mỹ An,xa,Xã Mỹ An,"Xã Mỹ An, Tỉnh Tây Ninh",16424,40
Tân Long,xa,Xã Tân Long,"Xã Tân Long, Tỉnh Tây Ninh",16680,40
Mỹ Quý,xa,Xã Mỹ Quý,"Xã Mỹ Quý, Tỉnh Tây Ninh",16936,40
Đông Thành,xa,Xã Đông Thành,"Xã Đông Thành, Tỉnh Tây Ninh",17192,40
Đức Huệ,xa,Xã Đức Huệ,"Xã Đức Huệ, Tỉnh Tây Ninh",17448,40
An Ninh,xa,Xã An Ninh,"Xã An Ninh, Tỉnh Tây Ninh",17704,40
Hiệp Hòa,xa,Xã Hiệp Hòa,"Xã Hiệp Hòa, Tỉnh Tây Ninh",17960,40
Hậu Nghĩa,xa,Xã Hậu Nghĩa,"Xã Hậu Nghĩa, Tỉnh Tây Ninh",18216,40
Hòa Khánh,xa,Xã Hòa Khánh,"Xã Hòa Khánh, Tỉnh Tây Ninh",18472,40
Đức Hòa,xa,Xã Đức Hòa,"Xã Đức Hòa, Tỉnh Tây Ninh",18728,40
Thạnh Lợi,xa,Xã Thạnh Lợi,"Xã Thạnh Lợi, Tỉnh Tây Ninh",18984,40
Bình Đức,xa,Xã Bình Đức,"Xã Bình Đức, Tỉnh Tây Ninh",19240,40
Bến Lức,xa,Xã Bến Lức,"Xã Bến Lức, Tỉnh Tây Ninh",19496,40
Mỹ Yên,xa,Xã Mỹ Yên,"Xã Mỹ Yên, Tỉnh Tây Ninh",19752,40
Long Cang,xa,Xã Long Cang,"Xã Long Cang, Tỉnh Tây Ninh",20008,40
Rạch Kiến,xa,Xã Rạch Kiến,"Xã Rạch Kiến, Tỉnh Tây Ninh",20264,40
Mỹ Lệ,xa,Xã Mỹ Lệ,"Xã Mỹ Lệ, Tỉnh Tây Ninh",20520,40
Tân Lân,xa,Xã Tân Lân,"Xã Tân Lân, Tỉnh Tây Ninh",20776,40
Cần Đước,xa,Xã Cần Đước,"Xã Cần Đước, Tỉnh Tây Ninh",21032,40
Long Hựu,xa,Xã Long Hựu,"Xã Long Hựu, Tỉnh Tây Ninh",21288,40
Phước Lý,xa,Xã Phước Lý,"Xã Phước Lý, Tỉnh Tây Ninh",21544,40
Mỹ Lộc,xa,Xã Mỹ Lộc,"Xã Mỹ Lộc, Tỉnh Tây Ninh",21800,40
Cần Giuộc,xa,Xã Cần Giuộc,"Xã Cần Giuộc, Tỉnh Tây Ninh",22056,40
Phước Vĩnh Tây,xa,Xã Phước Vĩnh Tây,"Xã Phước Vĩnh Tây, Tỉnh Tây Ninh",22312,40
Tân Tập,xa,Xã Tân Tập,"Xã Tân Tập, Tỉnh Tây Ninh",22568,40
Vàm Cỏ,xa,Xã Vàm Cỏ,"Xã Vàm Cỏ, Tỉnh Tây Ninh",22824,40
Tân Trụ,xa,Xã Tân Trụ,"Xã Tân Trụ, Tỉnh Tây Ninh",23080,40
Thuận Mỹ,xa,Xã Thuận Mỹ,"Xã Thuận Mỹ, Tỉnh Tây Ninh",23336,40
An Lục Long,xa,Xã An Lục Long,"Xã An Lục Long, Tỉnh Tây Ninh",23592,40
Tầm Vu,xa,Xã Tầm Vu,"Xã Tầm Vu, Tỉnh Tây Ninh",23848,40
Vĩnh Công,xa,Xã Vĩnh Công,"Xã Vĩnh Công, Tỉnh Tây Ninh",24104,40
Tân An,phuong,Phường Tân An,"Phường Tân An, Tỉnh Tây Ninh",24360,40
Khánh Hậu,phuong,Phường Khánh Hậu,"Phường Khánh Hậu, Tỉnh Tây Ninh",24616,40
Thượng Quan,xa,Xã Thượng Quan,"Xã Thượng Quan, Tỉnh Thái Nguyên",297,41
Sảng Mộc,xa,Xã Sảng Mộc,"Xã Sảng Mộc, Tỉnh Thái Nguyên",553,41
Phú Bình,xa,Xã Phú Bình,"Xã Phú Bình, Tỉnh Thái Nguyên",809,41
Điềm Thụy,xa,Xã Điềm Thụy,"Xã Điềm Thụy, Tỉnh Thái Nguyên",1065,41
Gia Sàng,phuong,Phường Gia Sàng,"Phường Gia Sàng, Tỉnh Thái Nguyên",1321,41
Phan Đình Phùng,phuong,Phường Phan Đình Phùng,"Phường Phan Đình Phùng, Tỉnh Thái Nguyên",1577,41
Tích Lương,phuong,Phường Tích Lương,"Phường Tích Lương, Tỉnh Thái Nguyên",1833,41
Linh Sơn,phuong,Phường Linh Sơn,"Phường Linh Sơn, Tỉnh Thái Nguyên",2089,41
Phúc Thuận,phuong,Phường Phúc Thuận,"Phường Phúc Thuận, Tỉnh Thái Nguyên",2345,41
Thành Công,xa,Xã Thành Công,"Xã Thành Công, Tỉnh Thái Nguyên",2601,41
Tân Thành,xa,Xã Tân Thành,"Xã Tân Thành, Tỉnh Thái Nguyên",2857,41
Kha Sơn,xa,Xã Kha Sơn,"Xã Kha Sơn, Tỉnh Thái Nguyên",3113,41
Tân Khánh,xa,Xã Tân Khánh,"Xã Tân Khánh, Tỉnh Thái Nguyên",3369,41
Đồng Hỷ,xa,Xã Đồng Hỷ,"Xã Đồng Hỷ, Tỉnh Thái Nguyên",3625,41
Quang Sơn,xa,Xã Quang Sơn,"Xã Quang Sơn, Tỉnh Thái Nguyên",3881,41
Trại Cau,xa,Xã Trại Cau,"Xã Trại Cau, Tỉnh Thái Nguyên",4137,41
Nam Hòa,xa,Xã Nam Hòa,"Xã Nam Hòa, Tỉnh Thái Nguyên",4393,41
Văn Hán,xa,Xã Văn Hán,"Xã Văn Hán, Tỉnh Thái Nguyên",4649,41
Văn Lăng,xa,Xã Văn Lăng,"Xã Văn Lăng, Tỉnh Thái Nguyên",4905,41
Sông Công,phuong,Phường Sông Công,"Phường Sông Công, Tỉnh Thái Nguyên",5161,41
Bá Xuyên,phuong,Phường Bá Xuyên,"Phường Bá Xuyên, Tỉnh Thái Nguyên",5417,41
Bách Quang,phuong,Phường Bách Quang,"Phường Bách Quang, Tỉnh Thái Nguyên",5673,41
Phú Lương,xa,Xã Phú Lương,"Xã Phú Lương, Tỉnh Thái Nguyên",5929,41
Vô Tranh,xa,Xã Vô Tranh,"Xã Vô Tranh, Tỉnh Thái Nguyên",6185,41
Yên Trạch,xa,Xã Yên Trạch,"Xã Yên Trạch, Tỉnh Thái Nguyên",6441,41
Hợp Thành,xa,Xã Hợp Thành,"Xã Hợp Thành, Tỉnh Thái Nguyên",6697,41
Định Hóa,xa,Xã Định Hóa,"Xã Định Hóa, Tỉnh Thái Nguyên",6953,41
Bình Yên,xa,Xã Bình Yên,"Xã Bình Yên, Tỉnh Thái Nguyên",7209,41
Trung Hội,xa,Xã Trung Hội,"Xã Trung Hội, Tỉnh Thái Nguyên",7465,41
Phượng Tiến,xa,Xã Phượng Tiến,"Xã Phượng Tiến, Tỉnh Thái Nguyên",7721,41
Phú Đình,xa,Xã Phú Đình,"Xã Phú Đình, Tỉnh Thái Nguyên",7977,41
Bình Thành,xa,Xã Bình Thành,"Xã Bình Thành, Tỉnh Thái Nguyên",8233,41
Kim Phượng,xa,Xã Kim Phượng,"Xã Kim Phượng, Tỉnh Thái Nguyên",8489,41
Lam Vỹ,xa,Xã Lam Vỹ,"Xã Lam Vỹ, Tỉnh Thái Nguyên",8745,41
Võ Nhai,xa,Xã Võ Nhai,"Xã Võ Nhai, Tỉnh Thái Nguyên",9001,41
Dân Tiến,xa,Xã Dân Tiến,"Xã Dân Tiến, Tỉnh Thái Nguyên",9257,41
Nghinh Tường,xa,Xã Nghinh Tường,"Xã Nghinh Tường, Tỉnh Thái Nguyên",9513,41
Thần Sa,xa,Xã Thần Sa,"Xã Thần Sa, Tỉnh Thái Nguyên",9769,41
La Hiên,xa,Xã La Hiên,"Xã La Hiên, Tỉnh Thái Nguyên",10025,41
Tràng Xá,xa,Xã Tràng Xá,"Xã Tràng Xá, Tỉnh Thái Nguyên",10281,41
Quyết Thắng,phuong,Phường Quyết Thắng,"Phường Quyết Thắng, Tỉnh Thái Nguyên",10537,41
Quan Triều,phuong,Phường Quan Triều,"Phường Quan Triều, Tỉnh Thái Nguyên",10793,41
Tân Cương,xa,Xã Tân Cương,"Xã Tân Cương, Tỉnh Thái Nguyên",11049,41
Đại Phúc,xa,Xã Đại Phúc,"Xã Đại Phúc, Tỉnh Thái Nguyên",11305,41
Đại Từ,xa,Xã Đại Từ,"Xã Đại Từ, Tỉnh Thái Nguyên",11561,41
Đức Lương,xa,Xã Đức Lương,"Xã Đức Lương, Tỉnh Thái Nguyên",11817,41
Phú Thịnh,xa,Xã Phú Thịnh,"Xã Phú Thịnh, Tỉnh Thái Nguyên",12073,41
La Bằng,xa,Xã La Bằng,"Xã La Bằng, Tỉnh Thái Nguyên",12329,41
Phú Lạc,xa,Xã Phú Lạc,"Xã Phú Lạc, Tỉnh Thái Nguyên",12585,41
An Khánh,xa,Xã An Khánh,"Xã An Khánh, Tỉnh Thái Nguyên",12841,41
Quân Chu,xa,Xã Quân Chu,"Xã Quân Chu, Tỉnh Thái Nguyên",13097,41
Vạn Phú,xa,Xã Vạn Phú,"Xã Vạn Phú, Tỉnh Thái Nguyên",13353,41
Phú Xuyên,xa,Xã Phú Xuyên,"Xã Phú Xuyên, Tỉnh Thái Nguyên",13609,41
Phổ Yên,phuong,Phường Phổ Yên,"Phường Phổ Yên, Tỉnh Thái Nguyên",13865,41
Vạn Xuân,phuong,Phường Vạn Xuân,"Phường Vạn Xuân, Tỉnh Thái Nguyên",14121,41
Trung Thành,phuong,Phường Trung Thành,"Phường Trung Thành, Tỉnh Thái Nguyên",14377,41
Phúc Lộc,xa,Xã Phúc Lộc,"Xã Phúc Lộc, Tỉnh Thái Nguyên",14633,41
Thượng Minh,xa,Xã Thượng Minh,"Xã Thượng Minh, Tỉnh Thái Nguyên",14889,41
Đồng Phúc,xa,Xã Đồng Phúc,"Xã Đồng Phúc, Tỉnh Thái Nguyên",15145,41
Bằng Vân,xa,Xã Bằng Vân,"Xã Bằng Vân, Tỉnh Thái Nguyên",15401,41
Bằng Thành,xa,Xã Bằng Thành,"Xã Bằng Thành, Tỉnh Thái Nguyên",15657,41
Nghiên Loan,xa,Xã Nghiên Loan,"Xã Nghiên Loan, Tỉnh Thái Nguyên",15913,41
Cao Minh,xa,Xã Cao Minh,"Xã Cao Minh, Tỉnh Thái Nguyên",16169,41
Ba Bể,xa,Xã Ba Bể,"Xã Ba Bể, Tỉnh Thái Nguyên",16425,41
Chợ Rã,xa,Xã Chợ Rã,"Xã Chợ Rã, Tỉnh Thái Nguyên",16681,41
Ngân Sơn,xa,Xã Ngân Sơn,"Xã Ngân Sơn, Tỉnh Thái Nguyên",16937,41
Nà Phặc,xa,Xã Nà Phặc,"Xã Nà Phặc, Tỉnh Thái Nguyên",17193,41
Hiệp Lực,xa,Xã Hiệp Lực,"Xã Hiệp Lực, Tỉnh Thái Nguyên",17449,41
Nam Cường,xa,Xã Nam Cường,"Xã Nam Cường, Tỉnh Thái Nguyên",17705,41
Quảng Bạch,xa,Xã Quảng Bạch,"Xã Quảng Bạch, Tỉnh Thái Nguyên",17961,41
Yên Thịnh,xa,Xã Yên Thịnh,"Xã Yên Thịnh, Tỉnh Thái Nguyên",18217,41
Chợ Đồn,xa,Xã Chợ Đồn,"Xã Chợ Đồn, Tỉnh Thái Nguyên",18473,41
Yên Phong,xa,Xã Yên Phong,"Xã Yên Phong, Tỉnh Thái Nguyên",18729,41
Nghĩa Tá,xa,Xã Nghĩa Tá,"Xã Nghĩa Tá, Tỉnh Thái Nguyên",18985,41
Phủ Thông,xa,Xã Phủ Thông,"Xã Phủ Thông, Tỉnh Thái Nguyên",19241,41
Cẩm Giàng,xa,Xã Cẩm Giàng,"Xã Cẩm Giàng, Tỉnh Thái Nguyên",19497,41
Vĩnh Thông,xa,Xã Vĩnh Thông,"Xã Vĩnh Thông, Tỉnh Thái Nguyên",19753,41
Bạch Thông,xa,Xã Bạch Thông,"Xã Bạch Thông, Tỉnh Thái Nguyên",20009,41
Phong Quang,xa,Xã Phong Quang,"Xã Phong Quang, Tỉnh Thái Nguyên",20265,41
Đức Xuân,phuong,Phường Đức Xuân,"Phường Đức Xuân, Tỉnh Thái Nguyên",20521,41
Bắc Kạn,phuong,Phường Bắc Kạn,"Phường Bắc Kạn, Tỉnh Thái Nguyên",20777,41
Văn Lang,xa,Xã Văn Lang,"Xã Văn Lang, Tỉnh Thái Nguyên",21033,41
Cường Lợi,xa,Xã Cường Lợi,"Xã Cường Lợi, Tỉnh Thái Nguyên",21289,41
Na Rì,xa,Xã Na Rì,"Xã Na Rì, Tỉnh Thái Nguyên",21545,41
Trần Phú,xa,Xã Trần Phú,"Xã Trần Phú, Tỉnh Thái Nguyên",21801,41
Côn Minh,xa,Xã Côn Minh,"Xã Côn Minh, Tỉnh Thái Nguyên",22057,41
Xuân Dương,xa,Xã Xuân Dương,"Xã Xuân Dương, Tỉnh Thái Nguyên",22313,41
Tân Kỳ,xa,Xã Tân Kỳ,"Xã Tân Kỳ, Tỉnh Thái Nguyên",22569,41
Thanh Mai,xa,Xã Thanh Mai,"Xã Thanh Mai, Tỉnh Thái Nguyên",22825,41
Thanh Thịnh,xa,Xã Thanh Thịnh,"Xã Thanh Thịnh, Tỉnh Thái Nguyên",23081,41
Chợ Mới,xa,Xã Chợ Mới,"Xã Chợ Mới, Tỉnh Thái Nguyên",23337,41
Yên Bình,xa,Xã Yên Bình,"Xã Yên Bình, Tỉnh Thái Nguyên",23593,41
Thiệu Quang,xa,Xã Thiệu Quang,"Xã Thiệu Quang, Tỉnh Thanh Hóa",298,42
Thọ Phú,xa,Xã Thọ Phú,"Xã Thọ Phú, Tỉnh Thanh Hóa",554,42
Trung Lý,xa,Xã Trung Lý,"Xã Trung Lý, Tỉnh Thanh Hóa",810,42
Trung Sơn,xa,Xã Trung Sơn,"Xã Trung Sơn, Tỉnh Thanh Hóa",1066,42
Mường Mìn,xa,Xã Mường Mìn,"Xã Mường Mìn, Tỉnh Thanh Hóa",1322,42
Na Mèo,xa,Xã Na Mèo,"Xã Na Mèo, Tỉnh Thanh Hóa",1578,42
Sơn Điện,xa,Xã Sơn Điện,"Xã Sơn Điện, Tỉnh Thanh Hóa",1834,42
Sơn Thủy,xa,Xã Sơn Thủy,"Xã Sơn Thủy, Tỉnh Thanh Hóa",2090,42
Tam Lư,xa,Xã Tam Lư,"Xã Tam Lư, Tỉnh Thanh Hóa",2346,42
Tam Thanh,xa,Xã Tam Thanh,"Xã Tam Thanh, Tỉnh Thanh Hóa",2602,42
Quang Chiểu,xa,Xã Quang Chiểu,"Xã Quang Chiểu, Tỉnh Thanh Hóa",2858,42
Tam Chung,xa,Xã Tam Chung,"Xã Tam Chung, Tỉnh Thanh Hóa",3114,42
Nhi Sơn,xa,Xã Nhi Sơn,"Xã Nhi Sơn, Tỉnh Thanh Hóa",3370,42
Pù Nhi,xa,Xã Pù Nhi,"Xã Pù Nhi, Tỉnh Thanh Hóa",3626,42
Công Chính,xa,Xã Công Chính,"Xã Công Chính, Tỉnh Thanh Hóa",3882,42
Phú Xuân,xa,Xã Phú Xuân,"Xã Phú Xuân, Tỉnh Thanh Hóa",4138,42
Thanh Kỳ,xa,Xã Thanh Kỳ,"Xã Thanh Kỳ, Tỉnh Thanh Hóa",4394,42
Xuân Thái,xa,Xã Xuân Thái,"Xã Xuân Thái, Tỉnh Thanh Hóa",4650,42
Yên Thọ,xa,Xã Yên Thọ,"Xã Yên Thọ, Tỉnh Thanh Hóa",4906,42
Mường Lý,xa,Xã Mường Lý,"Xã Mường Lý, Tỉnh Thanh Hóa",5162,42
Yên Khương,xa,Xã Yên Khương,"Xã Yên Khương, Tỉnh Thanh Hóa",5418,42
Yên Thắng,xa,Xã Yên Thắng,"Xã Yên Thắng, Tỉnh Thanh Hóa",5674,42
Mường Lát,xa,Xã Mường Lát,"Xã Mường Lát, Tỉnh Thanh Hóa",5930,42
Mường Chanh,xa,Xã Mường Chanh,"Xã Mường Chanh, Tỉnh Thanh Hóa",6186,42
Thiệu Trung,xa,Xã Thiệu Trung,"Xã Thiệu Trung, Tỉnh Thanh Hóa",6442,42
Bát Mọt,xa,Xã Bát Mọt,"Xã Bát Mọt, Tỉnh Thanh Hóa",6698,42
Luận Thành,xa,Xã Luận Thành,"Xã Luận Thành, Tỉnh Thanh Hóa",6954,42
Lương Sơn,xa,Xã Lương Sơn,"Xã Lương Sơn, Tỉnh Thanh Hóa",7210,42
Vạn Xuân,xa,Xã Vạn Xuân,"Xã Vạn Xuân, Tỉnh Thanh Hóa",7466,42
Tân Thành,xa,Xã Tân Thành,"Xã Tân Thành, Tỉnh Thanh Hóa",7722,42
Hải Bình,phuong,Phường Hải Bình,"Phường Hải Bình, Tỉnh Thanh Hóa",7978,42
Yên Nhân,xa,Xã Yên Nhân,"Xã Yên Nhân, Tỉnh Thanh Hóa",8234,42
Định Hòa,xa,Xã Định Hòa,"Xã Định Hòa, Tỉnh Thanh Hóa",8490,42
Hàm Rồng,phuong,Phường Hàm Rồng,"Phường Hàm Rồng, Tỉnh Thanh Hóa",8746,42
Hoạt Giang,xa,Xã Hoạt Giang,"Xã Hoạt Giang, Tỉnh Thanh Hóa",9002,42
Vạn Lộc,xa,Xã Vạn Lộc,"Xã Vạn Lộc, Tỉnh Thanh Hóa",9258,42
Đông Quang,phuong,Phường Đông Quang,"Phường Đông Quang, Tỉnh Thanh Hóa",9514,42
Quảng Phú,phuong,Phường Quảng Phú,"Phường Quảng Phú, Tỉnh Thanh Hóa",9770,42
Đông Sơn,phuong,Phường Đông Sơn,"Phường Đông Sơn, Tỉnh Thanh Hóa",10026,42
Đông Tiến,phuong,Phường Đông Tiến,"Phường Đông Tiến, Tỉnh Thanh Hóa",10282,42
Nguyệt Viên,phuong,Phường Nguyệt Viên,"Phường Nguyệt Viên, Tỉnh Thanh Hóa",10538,42
Sầm Sơn,phuong,Phường Sầm Sơn,"Phường Sầm Sơn, Tỉnh Thanh Hóa",10794,42
Nam Sầm Sơn,phuong,Phường Nam Sầm Sơn,"Phường Nam Sầm Sơn, Tỉnh Thanh Hóa",11050,42
Bỉm Sơn,phuong,Phường Bỉm Sơn,"Phường Bỉm Sơn, Tỉnh Thanh Hóa",11306,42
Quang Trung,phuong,Phường Quang Trung,"Phường Quang Trung, Tỉnh Thanh Hóa",11562,42
Ngọc Sơn,phuong,Phường Ngọc Sơn,"Phường Ngọc Sơn, Tỉnh Thanh Hóa",11818,42
Tân Dân,phuong,Phường Tân Dân,"Phường Tân Dân, Tỉnh Thanh Hóa",12074,42
Hải Lĩnh,phuong,Phường Hải Lĩnh,"Phường Hải Lĩnh, Tỉnh Thanh Hóa",12330,42
Tĩnh Gia,phuong,Phường Tĩnh Gia,"Phường Tĩnh Gia, Tỉnh Thanh Hóa",12586,42
Đào Duy Tư,phuong,Phường Đào Duy Tư,"Phường Đào Duy Tư, Tỉnh Thanh Hóa",12842,42
Trúc Lâm,phuong,Phường Trúc Lâm,"Phường Trúc Lâm, Tỉnh Thanh Hóa",13098,42
Nghi Sơn,phuong,Phường Nghi Sơn,"Phường Nghi Sơn, Tỉnh Thanh Hóa",13354,42
Các Sơn,xa,Xã Các Sơn,"Xã Các Sơn, Tỉnh Thanh Hóa",13610,42
Trường Lâm,xa,Xã Trường Lâm,"Xã Trường Lâm, Tỉnh Thanh Hóa",13866,42
Tống Sơn,xa,Xã Tống Sơn,"Xã Tống Sơn, Tỉnh Thanh Hóa",14122,42
Hà Long,xa,Xã Hà Long,"Xã Hà Long, Tỉnh Thanh Hóa",14378,42
Lĩnh Toại,xa,Xã Lĩnh Toại,"Xã Lĩnh Toại, Tỉnh Thanh Hóa",14634,42
Triệu Lộc,xa,Xã Triệu Lộc,"Xã Triệu Lộc, Tỉnh Thanh Hóa",14890,42
Đông Thành,xa,Xã Đông Thành,"Xã Đông Thành, Tỉnh Thanh Hóa",15146,42
Hậu Lộc,xa,Xã Hậu Lộc,"Xã Hậu Lộc, Tỉnh Thanh Hóa",15402,42
Hoa Lộc,xa,Xã Hoa Lộc,"Xã Hoa Lộc, Tỉnh Thanh Hóa",15658,42
Nga Sơn,xa,Xã Nga Sơn,"Xã Nga Sơn, Tỉnh Thanh Hóa",15914,42
Nga Thắng,xa,Xã Nga Thắng,"Xã Nga Thắng, Tỉnh Thanh Hóa",16170,42
Hồ Vương,xa,Xã Hồ Vương,"Xã Hồ Vương, Tỉnh Thanh Hóa",16426,42
Tân Tiến,xa,Xã Tân Tiến,"Xã Tân Tiến, Tỉnh Thanh Hóa",16682,42
Nga An,xa,Xã Nga An,"Xã Nga An, Tỉnh Thanh Hóa",16938,42
Ba Đình,xa,Xã Ba Đình,"Xã Ba Đình, Tỉnh Thanh Hóa",17194,42
Hoằng Hóa,xa,Xã Hoằng Hóa,"Xã Hoằng Hóa, Tỉnh Thanh Hóa",17450,42
Hoằng Tiến,xa,Xã Hoằng Tiến,"Xã Hoằng Tiến, Tỉnh Thanh Hóa",17706,42
Hoằng Thanh,xa,Xã Hoằng Thanh,"Xã Hoằng Thanh, Tỉnh Thanh Hóa",17962,42
Hoằng Lộc,xa,Xã Hoằng Lộc,"Xã Hoằng Lộc, Tỉnh Thanh Hóa",18218,42
Hoằng Châu,xa,Xã Hoằng Châu,"Xã Hoằng Châu, Tỉnh Thanh Hóa",18474,42
Hoằng Sơn,xa,Xã Hoằng Sơn,"Xã Hoằng Sơn, Tỉnh Thanh Hóa",18730,42
Hoằng Phú,xa,Xã Hoằng Phú,"Xã Hoằng Phú, Tỉnh Thanh Hóa",18986,42
Hoằng Giang,xa,Xã Hoằng Giang,"Xã Hoằng Giang, Tỉnh Thanh Hóa",19242,42
Lưu Vệ,xa,Xã Lưu Vệ,"Xã Lưu Vệ, Tỉnh Thanh Hóa",19498,42
Quảng Yên,xa,Xã Quảng Yên,"Xã Quảng Yên, Tỉnh Thanh Hóa",19754,42
Quảng Ngọc,xa,Xã Quảng Ngọc,"Xã Quảng Ngọc, Tỉnh Thanh Hóa",20010,42
Quảng Ninh,xa,Xã Quảng Ninh,"Xã Quảng Ninh, Tỉnh Thanh Hóa",20266,42
Quảng Bình,xa,Xã Quảng Bình,"Xã Quảng Bình, Tỉnh Thanh Hóa",20522,42
